userId,productId,score,time
A1FWT811DSZLC8,B00064C0IU,3.0,1360368000
A1THE6V6O8ROD4,B00064C0IU,5.0,1358467200
A176IQ7MVD3N6T,B00064C0IU,1.0,1357084800
A34BDX4JVMG23Y,B00064C0IU,5.0,1326240000
A3UWJXJI7S3T05,B000K5JBZU,5.0,1351987200
A1QAXWETH56D6J,B000K5JBZU,5.0,1360972800
A1QE7PR7V4HHLZ,B000FKGRT8,2.0,1198886400
A3PB71Q63XF43G,B000FKGRT8,5.0,1168819200
A1AY2O6QFQC7CN,B000FKGRT8,5.0,1166659200
A3OAK3L4MTKNJV,B000FKGRT8,5.0,1172188800
A1MCMM8C7SARLP,B000FKGRT8,5.0,1178409600
A1H70LTQJ2VJG8,B000FKGRT8,5.0,1174780800
AB3KJLVWYP1MI,B000FKGRT8,5.0,1307664000
A230X2QUHTY8MQ,B000FKGRT8,5.0,1344038400
AP0PLMNNH56MA,B000FKGRT8,1.0,1202515200
AUKDB4N5NRB5P,B000FKGRT8,5.0,1202169600
A3N96FK80PJ88D,B000FKGRT8,2.0,1201564800
ATKUBKOQS0JFE,B000FKGRT8,2.0,1201392000
A221QWSGPRZ9Q9,B000FKGRT8,5.0,1201219200
AZN28ZLXYIJDE,B000F1OVRC,5.0,1174003200
A1LI5CQBK3CPSX,B000G35MR2,5.0,1332979200
A2FUKCI8AHXNH9,B000G35MR2,5.0,1330992000
ATFFOJSR1EZPS,B000G35MR2,5.0,1324252800
A9NXZD4W48M8G,B000G35MR2,5.0,1316476800
A28OIXXR3WF2A7,B000G35MR2,5.0,1306454400
A1L1OD2V298YMX,B000G35MR2,5.0,1302134400
A11OH2MLX5AZSX,B000G35MR2,4.0,1319241600
A3TF15XLPUDFVU,B000G35MR2,5.0,1357603200
A2T0CZ9W262EO1,B000G35MR2,5.0,1356480000
A2NTW7V67COHOW,B000G35MR2,2.0,1356134400
A21HOY50DPUYQN,B000G35MR2,5.0,1356048000
A2IBK1MYXTFJH0,B000G35MR2,5.0,1355788800
A2XSC45K6EDTJV,B000G35MR2,5.0,1355529600
A296R95U43DQG7,B000G35MR2,4.0,1354838400
AY1K7NKKOQJCJ,B000G35MR2,5.0,1350604800
A2694REVAMAL4H,B000G35MR2,5.0,1348531200
ARQK80NOQDOZA,B000G35MR2,5.0,1340323200
A1SJD2JGU1HH12,B000G35MR2,5.0,1323302400
A3NRIS6JOJ2R8K,B000G35MR2,5.0,1317168000
A3AM7W4YY98F5S,B000G35MR2,5.0,1240790400
A2WZMRT5BX05YI,B000G35MR2,5.0,1233878400
AC43QGFKN3IGU,B000G35MR2,5.0,1301184000
ALWL0AJ94O8RJ,B000G35MR2,5.0,1267228800
A12S2ZLQFGJ4P0,B000G35MR2,5.0,1250985600
A7NCGA42VJXSN,B000G35MR2,5.0,1359158400
A4S8RMQY4O7CT,B000G35MR2,5.0,1358726400
A35LUIP33WV67E,B000G35MR2,5.0,1358035200
A12RC0VUMN9LQ3,B0009XLSV8,5.0,1208563200
A2DJOE1GL5WGZU,B0009XLSV8,4.0,1316822400
A1BKT5MVZ302UQ,B000K5JBZK,5.0,1354665600
A2Y15M2X1DYLZX,B00012U9E4,5.0,1122336000
A2OZJV1CLQK0H,B00012U9E4,5.0,1356998400
AJH7B357XB0NJ,B00012U9E4,4.0,1350518400
A9TGUF3ZBOG1D,B00012U9E4,1.0,1349049600
AQ3BEC02AEZJ3,B0001BOD1U,5.0,1229299200
A2Y15M2X1DYLZX,B00012U9FI,5.0,1122336000
A2OZJV1CLQK0H,B00012U9FI,5.0,1356998400
AJH7B357XB0NJ,B00012U9FI,4.0,1350518400
A9TGUF3ZBOG1D,B00012U9FI,1.0,1349049600
A2DUGNX79YUMDT,B000BO8NP4,5.0,1202342400
A3IE5LOLADH2CH,B000NRSZRU,5.0,1174262400
A3DAM96P5QKMU7,B000NRSZRU,1.0,1207353600
A1V2MPDJ8Y88UE,B000NRSZRU,1.0,1204243200
A1X9YTNRASJN50,B000NRSZRU,5.0,1203206400
A2BPXZG0DAPVZL,B0002DO2XQ,5.0,1219017600
AI0UIR3Q1UREB,B0002DO2XQ,3.0,1318550400
A1ZKI0BG7CP5GN,B0009XLSWM,3.0,1350950400
A12RC0VUMN9LQ3,B0009XLSWW,5.0,1208563200
A2DJOE1GL5WGZU,B0009XLSWW,4.0,1316822400
A2Y15M2X1DYLZX,B00012U9F8,5.0,1122336000
A2OZJV1CLQK0H,B00012U9F8,5.0,1356998400
AJH7B357XB0NJ,B00012U9F8,4.0,1350518400
A9TGUF3ZBOG1D,B00012U9F8,1.0,1349049600
A2Y15M2X1DYLZX,B00012U9G2,5.0,1122336000
A2OZJV1CLQK0H,B00012U9G2,5.0,1356998400
AJH7B357XB0NJ,B00012U9G2,4.0,1350518400
A9TGUF3ZBOG1D,B00012U9G2,1.0,1349049600
A2CRH0R408NE03,B00027D74W,5.0,1262131200
A2O801QW5OQ9WH,B0001EKYFQ,5.0,1316995200
A2Y15M2X1DYLZX,B00012U9GC,5.0,1122336000
A2OZJV1CLQK0H,B00012U9GC,5.0,1356998400
AJH7B357XB0NJ,B00012U9GC,4.0,1350518400
A9TGUF3ZBOG1D,B00012U9GC,1.0,1349049600
A2PLYHFDG0C68L,B0009WFCWU,5.0,1334880000
A3HC1Q9BPTSQRL,B000NP6EWK,5.0,1092096000
A3V5HL4U7DW6AX,B000NP6EWK,1.0,1153094400
A2ZVCD0TSK1ZXF,B000NP6EWK,5.0,1150070400
A3T6LGW8Z9OYBE,B000NP6EWK,5.0,1192233600
A33NO3C9SQQXSP,B000NP6EWK,5.0,1337040000
AQQJK2N0K1QPX,B000NP6EWK,5.0,1330300800
A1R5TAGARUW4ZG,B000NP6EWK,5.0,1298937600
A40M4QYE5KI8A,B000NP6EWK,3.0,1291593600
A3FW6YNDPGICIT,B000NP6EWK,3.0,1245542400
A21NLLBMR6LYAS,B000NP6EWK,4.0,1234137600
AAMAJ6NSKS3J4,B000NP6EWK,5.0,1240963200
A58OFA7T7WN9Z,B000NP6EWK,5.0,1161561600
A1Z5S3D67XHTEE,B000NP6EWK,5.0,1154822400
A17B2KOIAPY201,B000NP6EWK,3.0,1129680000
A3RQMPIT3WLZ2N,B000NP6EWK,4.0,1235174400
A1Z3Q14S6B7JS6,B000NP6EWK,1.0,1348963200
AOT1RL2DFTXJW,B000NP6EWK,1.0,1339459200
AD69CIEGCRUFE,B000NP6EWK,1.0,1339286400
A2PNOU7NXB1JE4,B000NP6EWK,4.0,1219795200
A3KBL59PYXZQPZ,B000NP6EWK,4.0,1158969600
A34FBKMEZPBF7,B000NP6EWK,5.0,1218067200
A3G1WM25IV25Q3,B000NP6EWK,5.0,1212192000
A3FNLY7H2P38S6,B000NP6EWK,5.0,1212019200
A1KFLQNCGBOCO8,B000NP6EWK,5.0,1197417600
AZ87WSM90Y5O2,B000NP6EWK,5.0,1179792000
A1U5PXRMPRHQND,B000NP6EWK,3.0,1178755200
A3ZZQAJZT3CUT,B000NP6EWK,5.0,1201478400
A1LHBME33V0WGG,B000NP6EWK,4.0,1134000000
AVTBOH5EBQLWH,B000NP6EWK,1.0,1150156800
A1JMNZWWN0F45C,B000NP6EWK,4.0,1147046400
AQQRATCZFW2R7,B000NP6EWK,3.0,1135814400
A1BOMUP3OT73LN,B000NP6EWK,5.0,1151366400
AXOZL70FB4H2N,B000NP6EWK,5.0,1173571200
A4S8DUR5B7YJ3,B000NP6EWK,5.0,1133481600
A24P7RF7G6F1E9,B000NP6EWK,5.0,1139356800
A27UE9HJRZ22YI,B000NP6EWK,4.0,1166486400
A3HXUF8NNALXIM,B000NP6EWK,5.0,1220486400
A1PG8ALMK2EXT,B000NP6EWK,5.0,1212278400
AHLNR3QG2C6X7,B000NP6EWK,3.0,1238457600
A3IXZYQLARBFRB,B0001EKYF6,5.0,1251504000
A2VLA3K9XNSSJY,B0001EKYF6,5.0,1208217600
AE02EJ4XBALM5,B0001EKYF6,5.0,1355356800
A29ZWMZ7V1LII6,B0001EKYF6,5.0,1360195200
A3ATQA1M292810,B0001EKYF6,4.0,1358121600
ADZOF5OJKNURI,B0001EKYF6,5.0,1356825600
A3D1C7LGMVV7DJ,B0001EKYF6,5.0,1354492800
A2GKESZXXV1X3V,B0001EKYF6,4.0,1333324800
A1TWTL2KY2WUDW,B0001EKYF6,5.0,1308787200
A6PS789IVDG2H,B0001EKYF6,5.0,1286236800
A3IXZYQLARBFRB,B0001EKYF6,5.0,1284163200
A16HLSF2824ISL,B0001EKYF6,4.0,1268611200
A3VLDX9SZ2GVFG,B000NRSZTS,4.0,1281225600
A3GXU20ANNAZEQ,B000NRSZTS,2.0,1314921600
ASV5U9G80OV5H,B000BR15GK,5.0,1204416000
A1QLLV5BU5WPSB,B000BR15GK,5.0,1175904000
AV6BS2VXOQVD6,B000BR15GK,5.0,1264982400
A13X5FJX1JEECO,B000BR15GK,5.0,1200614400
A12QNPCNDP440J,B000BR15GK,1.0,1192060800
A2RIT9GJZQ4VEX,B000BR15GK,3.0,1114214400
unknown,B000BR15GK,5.0,1083715200
A281NPSIMI1C2R,B000BR15GK,5.0,1155772800
A13Z56KO642LML,B000BR15GK,3.0,1234051200
A31Z79VICOFHJD,B000BR15GK,5.0,1208044800
A281NPSIMI1C2R,B000BR15GK,5.0,1153872000
AJXCVWLA2CAUL,B000BR15GK,4.0,1179619200
A2AOIWGJBVYCN,B000BR15GK,2.0,1332633600
AYV21CGNNXRPL,B000BR15GK,1.0,1176768000
A2Q9OYM6FJKNO3,B000BR15GK,5.0,1325030400
AUS0MAK3HKQMJ,B000BR15GK,5.0,1212537600
A35NVU54VEAXBK,B000B6MY3O,5.0,1243814400
A153KSP0I19WF,B000B6MY3O,5.0,1283558400
AMFMVWHYF2Q6T,B0002DO2ZY,5.0,1334966400
A25FRY1CG9TB8R,B0009XLSYK,5.0,1361145600
A2NX8VCXIOQB1Z,B000NP6EXY,1.0,1235088000
AETYIFOE5YUU1,B000NP6EXY,5.0,1222992000
A112DQS4Y6X0ON,B000NP6EXY,5.0,1188259200
A3GFT0AMCHFFD9,B00012U9HG,3.0,1347580800
A12RC0VUMN9LQ3,B0009XLSYU,5.0,1208563200
A2DJOE1GL5WGZU,B0009XLSYU,4.0,1316822400
A1TWTL2KY2WUDW,B0001EKYG0,5.0,1308787200
A17ITHJHMBJI78,B0001EKYG0,5.0,1287964800
A5A54G8UNR4V8,B0001EKYG0,5.0,1226966400
A3588CJ1DRNYVK,B0001EKYG0,5.0,1343779200
A35WBGBJQJH3CI,B0009PL39S,5.0,1333497600
A2K1OOJ9BOSI13,B0009PL39S,5.0,1122163200
A2U09H2IHOUN78,B000MREG74,5.0,1194652800
A1IYF0SDEIACGV,B0001K60PI,5.0,1283558400
ALSN7X553IUHC,B0001K60PI,1.0,1292803200
A6JTDTXYV9H0D,B000B5RC64,5.0,1352592000
A12RC0VUMN9LQ3,B0009XLSZ4,5.0,1208563200
A2DJOE1GL5WGZU,B0009XLSZ4,4.0,1316822400
A231M5GVQYB9BC,B0001EKYHO,1.0,1286409600
AVONJB4QWPKSZ,B0001EKYHO,3.0,1202342400
A2R6RA8FRBS608,B0001K60PS,5.0,1327276800
A371DQNFT1E6GN,B0001K60PS,1.0,1360540800
AI05TM9XLXF6R,B000FKHNCS,4.0,1186444800
A2H9E4DJH15U3C,B000FKHNCS,5.0,1201824000
A242WST0CR6V1G,B000FKHNCS,5.0,1185235200
A2BM5VOZ6TCEEG,B000FKHNCS,1.0,1278288000
A9MNSV3NKN2C,B000FKHNCS,5.0,1261785600
ACFVBNF1KOKKR,B000FKHNCS,4.0,1190764800
A3IOCPLIMYDBCD,B000FKHNCS,2.0,1218326400
AI9Q3M7F40JG8,B0002L11JG,5.0,1335830400
A20WM1434XLQUR,B0002L11JG,1.0,1317513600
A1V73VQ00REMEQ,B0002L11JG,1.0,1268006400
A19ZAM84JOSL7M,B000GCQB5A,5.0,1315526400
A3GFT0AMCHFFD9,B00012U9I0,3.0,1347580800
AVJVVYK8ORT9Z,B0002H85LM,5.0,1360108800
ABKN3ZA6IYSJL,B0002L11K0,5.0,1306022400
A2UATFCOQO1OLF,B0002L11K0,4.0,1353542400
A18FVKKFN8926Y,B0001YXWZU,5.0,1201737600
A3MW0OY6VZTN1Q,B000BO8NTA,5.0,1226275200
A3A6S73UBQTQLA,B0001YNYBM,5.0,1197590400
ATAF087XY1XLS,B000O2PYAK,5.0,1108771200
A3GECBRIJFAXQ7,B000141G62,4.0,1346976000
A1WQYBPTY3B44,B000GBK25Q,5.0,1185667200
AFDT9VMWE601S,B000GBK25Q,5.0,1316563200
A18JAZ1S7PQI5O,B000IJKO7W,5.0,1338249600
A2N5SEPUYGUQUO,B000IJKO7W,5.0,1353542400
A2J0C6R7VT8YYS,B000IJKO7W,5.0,1350950400
A2D9LM888IJ3IU,B000IJKO7W,5.0,1322697600
AHCNQHFLYUQFQ,B000IJKO7W,5.0,1361577600
A1F182MKY3SERC,B000IJKO7W,1.0,1315612800
A2GSSD75YIA7KA,B000IJKO7W,2.0,1353628800
A1XOWNBPCV14Q7,B000JWW1C4,5.0,1250467200
A2ZAO91CU4MBNU,B0001EKYJM,5.0,1361404800
A267R69I9IECSR,B000CFEWGG,5.0,1241308800
A1WY0HPMZHKC3,B000CFEWGG,3.0,1196640000
A2NM44ULLLEJ1K,B000141G7Q,2.0,1354838400
A4LBK57N2EZXP,B0001EKYJW,1.0,1327968000
AA394CGT3GNYH,B0001EKYJW,5.0,1301443200
AI4ZB516IFVMD,B0001EKYJW,5.0,1333584000
A29EGGCYK96C0Y,B0001EKYJW,5.0,1360886400
ACSZS2QI2FMEE,B0001EKYJW,5.0,1360540800
A14F5GWYWPW0ZL,B000GCUEXK,5.0,1246060800
AL4ZP6UG6QXCW,B0001EKYJ2,4.0,1172534400
A3Q2RPX7AJ0CX5,B0001EKYJ2,2.0,1360022400
A1JFTQAOJFSNKT,B0001EKYJ2,5.0,1359590400
A23Z9V2S6O1YUE,B0001EKYJ2,5.0,1357430400
A3K5KH941EZC2E,B0001EKYJ2,5.0,1357257600
AQANNHNDUBDUH,B0001EKYJ2,5.0,1356739200
A3RZ0TYWV947O,B0001EKYJ2,2.0,1355616000
A2CCMXTIL3XLAA,B0001EKYJ2,5.0,1354665600
A2IHIF6AXYIMPU,B0001EKYJ2,4.0,1353542400
AZCXC2NB3UL8,B0001EKYJ2,5.0,1348963200
A1XE97I2KDDTBA,B0001EKYJ2,4.0,1304899200
A2O8CCF2JI7EVS,B0001EKYJ2,4.0,1291939200
AHZQLR9EJ98RK,B0001EKYJ2,5.0,1290816000
A1APYCAA513ZVC,B0001EKYJ2,5.0,1274400000
A1NM18V45RCNB3,B0001EKYJ2,5.0,1262822400
AIPSUF99BQ17T,B0001EKYJ2,3.0,1258329600
A1GBBEKUFXP35C,B0001EKYJ2,4.0,1229904000
AN3Z0OPA00JAE,B0001EKYJ2,5.0,1216080000
A9MOGZK59YRPU,B0001EKYJ2,5.0,1206921600
A2T3EPM59HT72N,B0001EKYJ2,5.0,1196640000
A34HBETUBEU2WQ,B0001EKYJ2,5.0,1342051200
A2LBH5Z0HR5LHH,B0001EKYJ2,4.0,1339027200
A3FKNDKRFR7X7R,B0001EKYJ2,5.0,1338508800
A3OQ4I8U6TYCVE,B0001EKYJ2,5.0,1336176000
APJTQGIMW9LYK,B0001EKYJ2,4.0,1334966400
A3DYKR0ZJ7UAIY,B0001EKYJ2,5.0,1332288000
AM12T222C788N,B0001EKYJ2,5.0,1330387200
A1XQWTZA2572JQ,B0001EKYJ2,4.0,1330214400
A1ISEGWUTYO4EP,B0001EKYJ2,5.0,1330214400
A1W9JOFE6F89FB,B0001EKYJ2,5.0,1327622400
AV5YWLCO57ZI3,B0001EKYJ2,5.0,1324425600
A3CFFN0OBW4LOK,B0001EKYJ2,5.0,1324252800
A9A4PTS2IRUKO,B0001EKYJ2,4.0,1323734400
A37P5I8WNN9HIP,B0001EKYJ2,4.0,1320796800
AONPQ471OBWAI,B0001EKYJ2,4.0,1314316800
AOC1VI1NO691T,B0001EKYJ2,4.0,1252195200
A142YWJJCCXQCD,B0001EKYJ2,1.0,1204761600
A1PDEDPV27LL1Q,B0001EKYJ2,5.0,1144627200
A5WY04895FF6Y,B0001EKYJ2,5.0,1264723200
A2O4HWFW7NRLL6,B0001EKYJ2,5.0,1325116800
A1F5Z21JQOH4VT,B0001EKYJ2,5.0,1192924800
A24HUUSFKVXEQE,B0001EKYJ2,2.0,1203292800
A1LIFX0YTB6XL4,B0001EKYJ2,5.0,1338076800
A25OA5ML655Z38,B0001EKYJ2,5.0,1273363200
A1RSZDFSTNVD73,B0001EKYJ2,5.0,1175644800
A3E5TLEOUBF89C,B0001EKYJ2,3.0,1338249600
A37C4T19UAGS1N,B0001EKYJ2,5.0,1323648000
A2XVOQ0GGD2ERE,B000FKHNEG,5.0,1182211200
A1DUN6LZP0BTHU,B000FKHNEG,5.0,1196380800
A1XTUHJ52LWN30,B000FKHNEG,5.0,1199232000
A15H54S3LPDOAZ,B000FKHNEG,5.0,1199664000
A1F5W105OCZ170,B000FKHNEG,5.0,1292112000
A3P1UK7CALO0CC,B000FKHNEG,5.0,1279670400
A3NQVVDCHDIXC0,B000FKHNEG,5.0,1203811200
A3FZGX6KX88MU3,B000FKHNEG,5.0,1202515200
A2TTHN1UMO82VY,B000CSQNXS,1.0,1237852800
A19AZMPE5ICZ9,B0001EKYKG,2.0,1345680000
A1O905SO5PAT3J,B0001EKYKG,5.0,1318464000
ANN4HEC1R9JTP,B0001EKYKG,5.0,1316908800
A36ZFMNRKCIBCH,B0002DOYG6,5.0,1354406400
A3DMNTXTGVHWSB,B0001EKYLA,4.0,1295740800
A3J7U0Z64FUSNN,B0001EKYLA,5.0,1355270400
AH2UONLE2TLJ3,B0001EKYLA,5.0,1313971200
A2FVDYOHEG90JL,B0001EKYLA,4.0,1302134400
A3GDGJQ2CPZA2B,B0001EKYLA,5.0,1361491200
A2X3OMUUESUP4A,B0001EKYLA,5.0,1358035200
A2D6W2BQEAYS2W,B0001EKYLA,5.0,1355011200
A1V2K1LDK249HA,B0001EKYLA,5.0,1352073600
A37LIRBZUQ9LJV,B0001EKYLA,5.0,1321574400
A48175SYUR6YP,B0001EKYLA,1.0,1317081600
A1IENIOWNS0V88,B000NCV6YO,5.0,1320969600
A52ZRXO5HQ6K1,B000NCV6YO,5.0,1291161600
A2G8E7YR8GE6ZX,B0001EKYL0,4.0,1196640000
A64M7A2XFT1TP,B0001EKYL0,4.0,1255910400
A29WVZ64F6NDUZ,B0001EKYL0,5.0,1210809600
unknown,B0001EKYL0,5.0,1244160000
A19AZMPE5ICZ9,B0001EKYL0,3.0,1345680000
A225ZZKKSZ80JY,B0001EKYL0,5.0,1328054400
A2D6W2BQEAYS2W,B0001EKYL0,5.0,1297036800
A39QKKU96QHRF6,B0001EKYL0,5.0,1296086400
A2OHWGF4AP4864,B0001EKYL0,5.0,1226620800
AVTVEY3HVS5E7,B0001EKYL0,5.0,1296432000
A3776672XMVIDO,B0001EKYL0,4.0,1326758400
A2YWKNGOA9YZZP,B0001EKYL0,5.0,1288656000
A2R4SRQV3X73F5,B00012U9NK,1.0,1358208000
A3QRYV1VS8IX3T,B00012U9NK,5.0,1324944000
A11FNE7L67N6QS,B00012U9NK,5.0,1233187200
A1E86ID2XJCW7K,B00012U9NK,5.0,1233100800
A1WZ1OXI201KRL,B000PHIIMU,5.0,1256083200
A34TSKFNPHI6O5,B000NRSZZM,2.0,1355097600
A3PO8N7AGNFG94,B000NRSZZM,2.0,1344902400
A2AJEZ3LJ0NNHY,B000NRSZZM,4.0,1342742400
A1DK0EDG5PR11F,B000NRSZZM,2.0,1337472000
A2MLXXNKNFW0IC,B000NRSZZM,4.0,1333843200
A4CFSDI5FNAXK,B000NRSZZM,5.0,1310515200
AXZ1QH2QITE2S,B000NRSZZM,3.0,1308787200
A2VFH4DLPRRSPE,B000E9C4JC,5.0,1360454400
A64DSN3IVM2O1,B000JZCMKM,3.0,1314489600
AWGVYD5CK9UC,B000JZCMKM,2.0,1303689600
A3T1R05UYT66KS,B000JZCMKM,1.0,1300147200
A26KBYA1AVPDBF,B0001EKYM4,5.0,1356480000
AYULQYC9P6PZD,B0001EKYM4,5.0,1340928000
A3UX6D60GYXBDH,B000BO9JD4,1.0,1318550400
AKTJI4ZQ60RPJ,B000BO9JD4,5.0,1315785600
A3EF3UI7V8X2HU,B000BO9JD4,1.0,1330128000
A2S3E0AGUM2KDR,B000195RGW,5.0,1262131200
A1RRMZKOMZ2M7J,B000195RGW,4.0,1299801600
AVUJP7Z6BNT11,B000195RGW,5.0,1360540800
A1VJS5J9RWVQ5K,B000GLHNOO,4.0,1290470400
AFJEUUBKGMI83,B000GLHNOO,5.0,1276473600
A1ANHTNTE4I2HM,B000GLHNOO,5.0,1339027200
AZYC9N0E0VAV3,B000GLHNOO,5.0,1334707200
A2S3XDW69GMKOR,B000GLHNOO,5.0,1310601600
ALKXS9FL2FXY4,B000069R7P,3.0,1146614400
